Date,TweetCount,close,volume,tweet_pct_chg,close_pct_chg,volume_pct_chg
2021-05-20,480,20.24,42800757,,,
2021-05-21,274,22.39,15512845,-0.4291666666666667,0.10622529644268797,-0.6375567609703725
2021-05-24,57,20.71,7285437,-0.791970802919708,-0.0750334970969182,-0.5303610008351144
2021-05-25,40,21.18,4932242,-0.29824561403508776,0.022694350555287235,-0.3229998420135951
2021-05-26,49,21.63,2446139,0.2250000000000001,0.021246458923512623,-0.5040513016190203
2021-05-27,70,22.17,4779462,0.4285714285714286,0.024965325936199934,0.9538799716614632
2021-05-28,83,23.7,3117904,0.18571428571428572,0.06901217861975639,-0.3476454044409183
2021-06-01,111,25.15,6387881,0.3373493975903614,0.06118143459915615,1.048774112352401
2021-06-02,50,23.8,2847697,-0.5495495495495495,-0.05367793240556651,-0.5542031856886501
2021-06-03,41,23.88,1325948,-0.18000000000000005,0.003361344537815114,-0.5343788331413069
2021-06-04,25,23.81,1718048,-0.3902439024390244,-0.002931323283082099,0.29571295405249676
2021-06-07,47,24.97,2319804,0.8799999999999999,0.0487190256194876,0.35025563895770073
2021-06-08,93,26.96,3106554,0.9787234042553192,0.07969563476171415,0.33914503121815454
2021-06-09,56,26.28,2705177,-0.3978494623655914,-0.02522255192878342,-0.12920329084895998
2021-06-10,45,26.65,1327991,-0.1964285714285714,0.014079147640791323,-0.5090927506776821
2021-06-11,183,28.73,3387380,3.0666666666666664,0.07804878048780495,1.5507552385520684
2021-06-14,190,27.395,4107651,0.03825136612021862,-0.04646710755308048,0.21263365787127508
2021-06-15,89,27.76,1922734,-0.531578947368421,0.013323599196933822,-0.5319139819814294
2021-06-16,65,27.49,2295482,-0.2696629213483146,-0.009726224783861759,0.19386352974462406
2021-06-17,55,26.7,3658879,-0.15384615384615385,-0.028737722808293897,0.593948024859267
2021-06-18,54,25.9,2260065,-0.018181818181818188,-0.029962546816479474,-0.38230671197380395
2021-06-21,37,26.3,1467523,-0.31481481481481477,0.015444015444015635,-0.35067221517965186
2021-06-22,31,25.79,1378550,-0.16216216216216217,-0.019391634980988615,-0.06062801060017453
2021-06-23,50,25.8426,1616841,0.6129032258064515,0.0020395502132610765,0.17285626201443538
2021-06-24,83,24.8001,3088295,0.6599999999999999,-0.04034036822920295,0.9100795934788888
2021-06-25,58,24.39,2470284,-0.3012048192771084,-0.01653622364425944,-0.20011397874879178
2021-06-28,42,25.32,1957795,-0.27586206896551724,0.038130381303812966,-0.2074615712201512
2021-06-29,40,25.76,2494037,-0.04761904761904767,0.01737756714060046,0.2739009957630907
2021-06-30,54,24.47,2109610,0.3500000000000001,-0.05007763975155288,-0.15413845103340484
2021-07-01,43,23.38,2477536,-0.20370370370370372,-0.04454434000817331,0.17440474779698611
2021-07-02,30,23.05,2558305,-0.3023255813953488,-0.014114627887082953,0.03260053537062624
2021-07-06,44,22.22,3693254,0.46666666666666656,-0.03600867678958797,0.44363318681705266
2021-07-07,27,22.42,1842785,-0.38636363636363635,0.00900090009000909,-0.5010402750528395
2021-07-08,34,23.45,2488802,0.2592592592592593,0.045941123996431577,0.3505655841565891
2021-07-09,25,22.97,1080426,-0.2647058823529411,-0.020469083155650325,-0.5658851125963416
2021-07-12,15,22.41,1533448,-0.4,-0.024379625598606847,0.41929942448626756
2021-07-13,28,21.13,2211864,0.8666666666666667,-0.05711735832217768,0.4424121326579056
2021-07-14,267,20.55,7787234,8.535714285714286,-0.02744912446758152,2.5206658275554013
2021-07-15,181,19.47,5744827,-0.32209737827715357,-0.052554744525547537,-0.2622763101763733
2021-07-16,69,19.27,2346507,-0.6187845303867403,-0.010272213662044116,-0.5915443580807569
2021-07-19,45,19.66,1474016,-0.34782608695652173,0.020238713025428234,-0.371825440963952
2021-07-20,40,19.43,2121957,-0.11111111111111116,-0.01169888097660221,0.43957528276490887
2021-07-21,48,18.87,3049142,0.19999999999999996,-0.028821410190427055,0.4369480625667721
2021-07-22,32,19.02,960461,-0.33333333333333337,0.007949125596184325,-0.6850061427116219
2021-07-23,33,18.43,1461712,0.03125,-0.031019978969505813,0.5218858444018029
2021-07-26,26,18.65,1436386,-0.21212121212121215,0.011937059142702156,-0.01732625852425107
2021-07-27,50,17.5,3247903,0.9230769230769231,-0.06166219839142084,1.2611630856886658
2021-07-28,42,18.09,1381571,-0.16000000000000003,0.03371428571428581,-0.5746267668708087
2021-07-29,40,18.29,1397297,-0.04761904761904767,0.011055831951354289,0.011382694049020925
2021-07-30,46,17.75,1670915,0.1499999999999999,-0.02952433023510115,0.19581950007764992
2021-08-02,37,18.5,1598168,-0.19565217391304346,0.04225352112676051,-0.0435372236170003
2021-08-03,34,18.43,674563,-0.08108108108108103,-0.003783783783783745,-0.5779148374889248
2021-08-04,21,18.035,1896604,-0.38235294117647056,-0.02143244709712422,1.8116039569321174
2021-08-05,34,18.19,815755,0.6190476190476191,0.008594399778209194,-0.56988649185597
2021-08-06,31,18.46,853863,-0.08823529411764708,0.014843320505772306,0.04671500634381642
2021-08-09,20,19.12,940457,-0.3548387096774194,0.03575297941495115,0.1014143955177822
2021-08-10,20,19.05,1603695,0.0,-0.0036610878661087476,0.7052294788597457
2021-08-11,70,17.4,2735967,2.5,-0.08661417322834652,0.7060394900526596
2021-08-12,56,16.99,2911035,-0.19999999999999996,-0.023563218390804663,0.06398761388569385
2021-08-13,58,16.85,2704530,0.03571428571428581,-0.008240141259564293,-0.07093868675574155
2021-08-16,246,16.43,4657371,3.2413793103448274,-0.024925816023739,0.7220629832170469
2021-08-17,91,15.92,6298027,-0.6300813008130082,-0.031040779062690205,0.35227084121063146
2021-08-18,53,15.16,2714345,-0.41758241758241754,-0.047738693467336724,-0.5690166142507804
2021-08-19,63,15.73,3534728,0.18867924528301883,0.03759894459102897,0.30223976686824994
